atlas_id,sample_id,study_id,data_source,organ,subtype,grade,sample_type,annotation_confidence,qc_flag,LibraryStrategy,spots,bases,SampleName,Experiment,BioProject,BioSample,collection_date,atlas_version,Run,ReleaseDate,LoadDate,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,Study_Pubmed_id,ProjectID,Sample,SampleType,TaxID,ScientificName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,GSM,is_NEN,matched_cell_line,nen_class,title,summary,geo_id,n_samples,platform,pubmed_id
NETA_000038,GSE154777,GSE154777,GEO,Lung,Unknown,Unknown,Cell_Line,Low,FALSE,NA,NA,NA,GSE154777,GSE154777,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B Cell-Like Neutrophil Found in Peripheral Blood of Melanoma Patients,"An expansion of neutrophils often marks cancer. To date, neutrophils are assumed to be a relatively homogenous population, but recent studies describe both pro- and anti-tumor functions in neutrophils. This suggests there is more heterogeneity in neutrophils than previously appreciated. To better understand and target neutrophil functions in cancer, we must dissect neutrophil heterogeneity and how it changes from health to disease. To this end, we employed single-cell transcriptome technology to profile immature neutrophils from bone marrow of healthy individuals. Intriguingly, we identified a new neutrophil subset that expresses several B cell markers, including CD79a/b, components of the B cell receptors and PAX5, a lineage-specific transcriptional factor. We termed this population the BNeut. Using flow cytometry, we found that BNeuts are confined to the bone marrow of healthy individuals but expand into the blood of melanoma patients at an early stage, suggesting BNeuts might be a biomarker for disease. Additionally, we find BNeuts in the mouse models of different cancer types, including breast and lung carcinoma. The BNeut appears and functions more similar to a neutrophil than a B cell. BNeuts possess a neutrophil-like transcriptional profile, large cytoplasm with segmented nucleus, and produce ROS and NETs. Using imaging, we show that the BNeuts are single cells co-expressing both CD66b and CD79b, and lack the B cell surface marker CD19. To understand why neutrophils might use a B cell program, we explored different B cell functions including antigen presentation, a function that is usually absent from neutrophils. We show BNeuts are excellent at phagocytosis, including uptake of tumor cells. Further, BNeuts have increased expression of antigen presentation-related genes compared to other neutrophils and can modulate CD4+ T cell responses. Together, we have identified a novel neutrophil subset expressing B cell markers that is preferentially expanded in the blood of melanoma patients and poised to control T cell responses during disease.",GSE154777,30,16791,38022639
NETA_000039,GSE154872,GSE154872,GEO,Lung,GI NET,Unknown,Cell_Line,Medium,TRUE,NA,NA,NA,GSE154872,GSE154872,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-sequencing from miR-375 knockout and YAP overexpression lung carcinoid (H727) cells.,"We report RNA sequencing data for miR-375 knockout and YAP overexpression lung carcinoid cells (H727). Lung carcinoids are variably aggressive and mechanistically understudied neuroendocrine neoplasms (NENs). Here, we identified and elucidated the function of a miR-375/yes-associated protein (YAP) axis in lung carcinoid (H727) cells. miR-375 and YAP are respectively high and low expressed in wild-type H727 cells. Following lentiviral CRISPR/Cas9-mediated miR-375 depletion, we identified distinct transcriptomic changes including dramatic YAP upregulation. Similarly, YAP overexpression resulted in distinct and partially overlapping transcriptomic changes, phenocopying the effects of miR-375 depletion in the same models as above. Pathways analysis and confirmatory real-time PCR studies of shared dysregulated targets indicate that this axis controls neuroendocrine related functions such as neural differentiation, exocytosis, and secretion. Taken together, we provide compelling evidence that a miR-375/YAP axis is a critical mediator of neuroendocrine differentiation and tumorigenesis in lung carcinoid cells.",GSE154872,12,21290,34001972
NETA_000040,GSE154938,GSE154938,GEO,Skin,Merkel Cell,Unknown,Primary_Tumor,Medium,FALSE,NA,NA,NA,GSE154938,GSE154938,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glucose-6-Phosphate Dehydrogenase as a Prognostic Predictor Correlates with the Tumor Immune Activity Including Programmed Death Ligand-1 Expression in Merkel Cell Carcinoma,"Purpose: Merkel cell carcinoma (MCC) is a rare but highly malignant skin cancer. However, it is well known that some cases have a good prognosis including spontaneously regression. To precise such a different patient’s outcome, reported prognostic markers, e.g. Merkel cell polyoma virus infection or programmed death ligand-1 (PD-L1) expression, are still insufficient. Here we performed RNA sequencing to evaluate immune response and comprehensively estimate prognostic values of immunogenic factors in MCC.　 Experimental Design: We collected 90 specimens from 71 patients and 53 blood serum samples from 21 patients with MCC from 9 facilities. mRNA was extracted from formalin fixed paraffin embedded (FFPE) tissues. Analyses of next generation sequencing data, immunohistochemical staining and blood serum tests were performed. Results: Next generation sequencing revealed that MCC samples could be divided into two types. “immune active type” showed better clinical outcomes than “cell division type”. Glucose-6-Phosphate Dehydrogenase (G6PD) was one of the most significantly up-regulated gene in “cell division type”. G6PD expression correlated with the presence or absence of lymph node or distant metastases during the course and negatively correlated with high or low of PD-L1 expression with the top significance in 395 genes both. Immunohistochemical staining of G6PD was also correlated with disease specific survival and showed less heterogeneity compared with PD-L1 expression. G6PD activity was measurable by the blood serum test and detection values significantly increased as the cancer stage progression and significantly decreased after treatment. Conclusion: G6PD expression was an immunohistochemically and serum-detectable prognostic marker and negatively correlated with immune activity including PD-L1 associate with the prediction of immunotherapy response.",GSE154938,41,22790,NA
NETA_000041,GSE156289,GSE156289,GEO,Lung,SCLC,G3,Primary_Tumor,High,FALSE,NA,NA,NA,GSE156289,GSE156289,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Subtype Heterogeneity and Epigenetic Convergence in Neuroendocrine Prostate Cancer [RNA-seq],"We analyzed chromatin accessibility, ChIP-seq and RNA-seq across neuroendocrine carcinomas from distinct anatomic origins including Merkel cell carcinomas, neuroendocrine prostate cancer, small cell lung cancer and gastrointestinal NECs.",GSE156289,35,18573,34599169
NETA_000042,GSE156750,GSE156750,GEO,Lung,Unknown,Unknown,Cell_Line,Low,FALSE,NA,NA,NA,GSE156750,GSE156750,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Single cell 3' RNA sequencing of WM239A melanoma cell line and its highly metastatic subclones,"The molecular mechanism of melanoma metastasis is poorly understood. The aim of our study was to delineate expression kinetics during the acquisition of metastatic potential, and thereby to characterize subclone of primary cell line responsible for metastasis. We performed single-cell RNA sequencing of poorly metastatic melanoma cell line (WM239A), its subclones with high potential of lung (113/6-4L) and brain metastasis (131/4-5B1 and 131/4-5B2).",GSE156750,4,27467,35550198
NETA_000043,GSE157601,GSE157601,GEO,Lung,SCLC,G3,Primary_Tumor,High,FALSE,NA,NA,NA,GSE157601,GSE157601,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transcriptomic analyses of high-grade neuroendocrine carcinoma of gynecologic origin,"High-grade neuroendocrine carcinomas (NECs) of the cervix are rare, aggressive cancers accounting for about 1-1.5% of all cervical cancer. The 5-year survival is up to 36% for early-stage disease; however, the advanced-stage disease has <10% survival, with relapse rates exceeding 90%. These cancers are likely to have a vascular invasion and nodal or visceral metastasis. Unfortunately, NEC of the cervix affects young women with a median age of 37. High-grade NECs of other gynecologic origins are even rarer, share similar aggressive behavior and poor outcomes. We performed stranded paired-end RNA-seq of 13 samples, including 12 samples with matched whole exome sequencing (WES) data. Sites of origin for tumors in our cohort were the cervix (69%), ovary (19%), and endometrium (12%). The median number of prior lines of therapy was 1. Median PFS and OS were 1 and 12 months, respectively, indicating their highly lethal nature. Comparing transcriptomic profiles with TCGA cervical and ovarian cancers, chromatin assembly and nucleosome organization were the top GO functions for significantly over-expressed genes in our cohort. Remarkably, under-expressed genes in our cohort were enriched for protein modification and catabolic processes, and neutrophil-mediated immunity. Compared to small cell lung cancer (SCLC), our cohort showed highly distinct transcriptomic patterns, and represented the YAP1 high molecular subtype.",GSE157601,13,24676,34245124
NETA_000044,GSE157610,GSE157610,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE157610,GSE157610,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Differential Peptide Subtraction (DPS): mass spectrometry for human cancer virus discovery,"The challenge of discovering a completely new human tumor virus of unknown phylogeny or sequence depends on detecting viral molecules and differentiating them from host-derived molecules in the virus-associated neoplasm. We developed differential peptide subtraction (DPS) using differential mass-spectrometry (dMS) followed by targeted analysis to facilitate this discovery. To trace the non-human dMS identified peptides back to its genetic origin by next generation sequencing (NGS) cDNA libraries were generated using degenerate oligos corresponding to the identified peptides. In a pilot study DPS identified both viral and human biomarkers. Based on the identified peptides that are differentially expressed in the virus positive tumor sample, degenerate oligos were designed. Degenerate oligos or LNA modified degenerate oligos or a modified oligo(dT) SMART primer were used to facilitate reverse transcription from viral or viral and host RNA. NGS analysis revealed seven times more MCV reads in degenerate oligo primed RNAseq samples compared to polyA-based sequencing reads.",GSE157610,3,18573,33055416
NETA_000045,GSE160870,GSE160870,GEO,Pancreas,Pancreatic NEC,G3,Cell_Line,High,FALSE,NA,NA,NA,GSE160870,GSE160870,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gene Expression of A375 Cells After Fluvastatin Treatment,"Despite advances in melanoma treatment, more than 70% of patients with distant metastasis die within 5 years. Proactive treatment of early melanoma to prevent metastasis could save lives and reduce overall healthcare costs. Currently, there are no treatments specifically designed to prevent early melanoma from progressing to metastasis. We used the Connectivity Map (cMap) to conduct an in silico drug screen and identified HMGCR inhibitors (statins) as a drug class that might prevent melanoma metastasis. To confirm the in vitro effect of statins, RNA-sequencing was completed on A375 cells after treatment with fluvastatin to describe changes in the melanoma transcriptome. Statins induced differential expression in genes associated with metastasis and used in commercially available prognostic tests for melanoma metastasis.",GSE160870,6,21697,NA
NETA_000046,GSE162708,GSE162708,GEO,Pancreas,PanNET,Unknown,Primary_Tumor,Medium,FALSE,NA,NA,NA,GSE162708,GSE162708,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Single-cell RNA-sequencing of metastatic pancreatic neuroendocrine tumor,"We report the application of single-cell RNA sequencing (scRNA-seq) technology for single-cell level profiling of the transcriptional features of cells from two primary lesions, one liver metastasis, one normal liver tissue, and peripheral blood monocuclear cells in a patient with metastatic pNET. The transcriptomic profiles of a total of 24.544 cells were captured.",GSE162708,5,24676,34671197
NETA_000047,GSE165338,GSE165338,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE165338,GSE165338,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNAseq and Small-RNAseq dataset to comprehensively study the miRNA expression profiling of drug-resistant melanoma patients and cell lines,This SuperSeries is composed of the SubSeries listed below.,GSE165338,29,24676,33670365
NETA_000048,GSE167496,GSE167496,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE167496,GSE167496,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MITF perturbation in A2058 Melanoma cell lines,We performed bulk RNA-seq on cultured melanoma with up- and down- regulation of the master regulator MITF in A2058 human melanoma cells.,GSE167496,12,18573,NA
NETA_000049,GSE173625,GSE173625,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE173625,GSE173625,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Faithful In Vivo Model Of Human Macrophages In Metastatic Melanoma,"Despite recent therapeutic progress, advanced melanoma remains lethal for many patients. The composition of the immune tumor microenvironment (TME) has decisive impacts on disease outcome and therapy response. High dimensional analyses of patient samples provide insight on the composition and heterogeneity of the immune TME. Macrophages are known for their cancer-supportive role, but the underlying mechanisms are incompletely understood, and experimental in vivo systems are needed to test the functional properties of these cells. We characterize a humanized mouse model, reconstituted with a human immune system and a human melanoma, in which: (1) human macrophages support metastatic spread of the tumor; and (2) tumor-infiltrating macrophages have a specific transcriptional signature that faithfully represents the transcriptome of macrophages from patient melanoma samples and is associated with shorter survival. This model complements patient sample analyses, enabling the elucidation of fundamental principles in melanoma biology, and the development and evaluation of candidate therapies.",GSE173625,4,16791,NA
NETA_000050,GSE175975,GSE175975,GEO,Lung,Unknown,Unknown,Primary_Tumor,Low,FALSE,NA,NA,NA,GSE175975,GSE175975,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAK-STAT Signaling Confers Lineage Plasticity and AR Targeted Therapy Resistance in Prostate Cancer,"Emerging evidence indicates that various cancers, including prostate, breast, melanoma and lung cancers, could gain resistance to targeted therapies by acquiring lineage plasticity. Although various genomic and transcriptomic aberrations correlate with lineage plasticity-driven resistance, the molecular mechanisms and kinetics of acquiring lineage plasticity are not fully elucidated. Through integrated transcriptomic and single cell RNA-seq (scRNA-seq) analysis of more than 80,000 cells, we show that the ectopic activation of Janus kinase (JAK)-signal transducer and activator of transcription (STAT) pathway drives lineage plasticity and Androgen Receptor (AR) targeted therapy resistance in PCa with TP53/RB1-deficiency. Ectopic activation of JAK-STAT signaling enables Heterogeneous and AR-independent subclones to emerge upon the selective pressure of AR targeted therapy, including subclones expressing multi-lineage, progenitor-like and epithelial to mesenchymal transition (EMT)-like lineage survival transcriptional programs. Both genetic and pharmaceutical inactivation of key components of the JAK-STAT signaling pathway significantly re-sensitizes resistant PCa tumors to AR targeted therapy. In summary, these results show for the first time that JAK-STAT signaling pathway is a key effector in driving lineage plasticity and represents a potential therapeutic target for overcoming AR targeted therapy resistance.",GSE175975,30,24676;16791,36065066
NETA_000051,GSE176466,GSE176466,GEO,Skin,Merkel Cell,Unknown,Primary_Tumor,Medium,FALSE,NA,NA,NA,GSE176466,GSE176466,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viral Status Predicts Patterns of Genome Methylation and Decitabine Response in Merkel Cell Carcinoma [RNA-Seq],To understand the global methylation pattern in MCC,GSE176466,50,16791,34474081
NETA_000052,GSE176551,GSE176551,GEO,Lung,NEC,Unknown,Primary_Tumor,Medium,FALSE,NA,NA,NA,GSE176551,GSE176551,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA sequencing of fibroblasts with or without CSMD1 knockdown,"CSMD1 gene, mapping to human chromosomal region 8p23, encodes a transmembrane protein with an extracellular region containing 14 CUB and 28 sushi domains, a transmembrane domain and a cytoplasmic domain with a putative tyrosine phosphorylation site.The loss of CSMD1 has been found to be associated with enhanced cell proliferation, migration and poor prognosis in head and neck squamous cell carcinoma (HNSCCs), lung squamous cell carcinoma (SCCs), melanoma, and breast cancer, suggesting its role as a tumor suppresser.However, its role in hypertrophic scar has not been uncovered. So we decided using fibroblasts to see its transcriptomes changing after CSMD1 knockdown.",GSE176551,2,20301,34384362
NETA_000053,GSE177522,GSE177522,GEO,GI Tract,GI NET,Unknown,Primary_Tumor,Medium,FALSE,NA,NA,NA,GSE177522,GSE177522,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq analysis of human MEN1-associated thymic carcinoid and thymoma compared to normal thymus,RNA-Sequencing was performed on rRNA-depleted RNA samples that were isolated from formalin fixed paraffin embedded (FFPE) tissue sections of human normal thymus and human thymic tumors of patients with multiple endocrine neoplasia type 1 (MEN1) syndrome.,GSE177522,19,20301,34515662
NETA_000054,GSE178398,GSE178398,GEO,Pancreas,PanNET,Unknown,Primary_Tumor,Medium,FALSE,NA,NA,NA,GSE178398,GSE178398,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-seq analysis of Metastatic and Localized human Pancreatic Neuroendocrine Tumors,"We report the application of single-molecule-based sequencing technology for high-throughput profiling of RNAs in human pancreatic neuroendocrine tumor (PNET) tissues. We analyzed the transcriptome maps of primary tumor sites from patients that presented metastasis or not (localized). This analysis revelaed that the immune cell and pathway-related molecular signatures were enriched in metastatic compared to localized tumors. Given the wide change of gene expression in metastatic PNETs, we analyzed the RNA-seq data using a L1000 drug-induced signature to identify pharmacologic agents that might preferentially target metastatic disease. In a separate study, we analyzed our RNA-seq data to understand the molecular basis of sexual dimorphisms in PNETs. We found that PNETs are associated with the emergence of unique sex-specific transcriptomic differences that are not observed in non-neoplastic pancreatic islet tissues.",GSE178398,22,16791,36301668
NETA_000055,GSE179373,GSE179373,GEO,Unknown,Unknown,Unknown,Metastasis,Very_Low,FALSE,NA,NA,NA,GSE179373,GSE179373,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Single cell RNA-sequencing of human brain metastasis-infiltrating T cells,The goal of this study is to understand the biology of brain metastasis-infiltrating T cells.,GSE179373,21,24676,NA
NETA_000056,GSE179572,GSE179572,GEO,Unknown,Unknown,Unknown,Metastasis,Very_Low,FALSE,NA,NA,NA,GSE179572,GSE179572,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial transcriptomics of human brain metastases,Spatial transcriptomics of six surgically-resected human brain metastasis samples,GSE179572,6,24676,NA
NETA_000057,GSE180941,GSE180941,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE180941,GSE180941,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cancer Cell Resistance to IFNγ Can Occur via Enhanced Double-Strand Break Repair Pathway Activity [RNA-seq],"The pleiotropic cytokine interferon-gamma (IFNγ) is known to be associated with cytostatic, anti-proliferation, and pro-apoptosis functions in cancer cells. However, cancer cells can become resistant to IFNγ, and the underlying mechanism is not fully understood. To investigate the potential IFNγ resistant mechanisms, we performed IFNγ sensitivity screens in more than 40 cancer cell lines and characterized the sensitive and resistant cell lines. By applying CRISPR screening and transcriptomic profiling in both IFNγ sensitive and resistant cells, we discovered that activation of double-strand break (DSB) repair genes could result in IFNγ resistance in cancer cells. In addition, suppression of single-strand break (SSB) repair genes increased the essentiality of DSB repair genes after IFNγ treatment. The relationship between the activation of DSB repair genes and IFNγ resistance was further confirmed in clinical tumor profiles from The Cancer Genome Atlas (TCGA) and immune checkpoint blockade (ICB) cohorts. Our study provides a comprehensive resource to elucidate IFNγ resistance in cancer and has the potential to inform combinational therapeutic strategies to overcome immunotherapy resistance.",GSE180941,22,24676,36629846
NETA_000058,GSE183635,GSE183635,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE183635,GSE183635,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Detection and localization of early- and late-stage cancers using tumor-educated platelet RNA,"We report RNA-sequencing data of 2351 blood platelet samples, including 1628 patients with stage I-IV cancer (of which 18 different tumor types), 390 asymptomatic controls and 333 symptomatic controls. This dataset highlights the ability of TEP RNA-based 'liquid biopsy' diagnostics for the detection and localization of early- and late-stage cancers.",GSE183635,2351,16791;20301,NA
NETA_000059,GSE184398,GSE184398,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE184398,GSE184398,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-sequencing of tumor infiltrating cells across 12 different solid tumors type,"To identify patterns of gene expression within six broadly defined cell populations, we also performed cell sorting for bulk RNA-sequencing including compartments denoted: 1. “Live”: All viable cells at the time of sorting, 2. “Tconv”: sorted conventional CD4+ and CD8+ T cells, 3. “Treg”: CD25+ CD4+ (enriched for regulatory) T cells, 4. “Myeloid”: Lymphocyte-negative HLA-DR+ (enriched for myeloid) cells, 5. “Stromal”: CD45- CD44+Thy1+ cells, and 6. “Tumor”: all other CD45- cells",GSE184398,1072,20301;24676,NA
NETA_000060,GSE184923,GSE184923,GEO,Unknown,Unknown,Unknown,Cell_Line,Very_Low,FALSE,NA,NA,NA,GSE184923,GSE184923,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transcriptomics analysis of 12 melanoma cell lines,"Established cancer cell lines often display a relatively homogeneous phenotype and loss of phenotypic heterogeneity compared to the tumours which they are derived from and likely reflect specific phenotypic states within the tumours that are then fixed and maintained under culture condition. Whilst this is often seen as a limitation, it also presents an oportunity to simplify the interpretation of any given experiment and allows us to better understand how distinct phenotypic states within melanoma response/behave in a given experimental setting (Louphrasitthiphol et al., 2019). To this end, we carry out transcriptomics analyses of 12 commonly used melanoma cell lines to better characterize their profiles.",GSE184923,36,20301,40015991
NETA_000061,GSE186344,GSE186344,GEO,Unknown,Unknown,Unknown,Primary_Tumor,Very_Low,FALSE,NA,NA,NA,GSE186344,GSE186344,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cellular Architecture of Human Brain Metastases,"Here we present an integrative analysis of 15 human parenchymal BrMs as a resource, generated by single-cell transcriptomics, and complemented with two mouse models- and in silico- approaches. We interrogated the composition of BrM niches, molecularly defined the blood-tumor interface, and reveal stromal immunosuppressive states, enriched with infiltrated T cells and macrophages. Specific single-cell interrogation of metastatic tumor cells provides a novel framework of 8 functional cell programs that coexist or anticorrelate. Collectively, these programs delineate two functional BrM archetypes, one proliferative and the other inflammatory, that are evidently shaped through tumor-immune interactions. Our resource provides a foundation to understand the molecular basis of BrM in patients with tumor cell-intrinsic and host environmental- traits.﻿",GSE186344,18,24676;24247,35063085
NETA_000062,GSE186896,GSE186896,GEO,Skin,Merkel Cell,Unknown,Cell_Line,Medium,FALSE,NA,NA,NA,GSE186896,GSE186896,NA,NA,2025-12-04,v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Next-generation mRNA sequencing of MKL-1 Merkel cell carcinoma cells treated with EPZ011989,"The overarching goal of this study was to characterize mechanisms of sensitivity to EZH2 inhibitors in Merkel cell carcinoma cell lines. To that end, early and late transcriptional changes were profiled in MKL-1 cells treated with the EZH2 inhibitor EPZ011989 for 6 or 12 days.",GSE186896,12,24676,35331717
