Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,GSM,is_NEN,matched_cell_line,organ,nen_class,grade,subtype,data_source,title,summary,geo_id,n_samples,platform,pubmed_id,sample_type
SRR8729032,2020-06-19T10:28:42Z,2019-04-10T10:49:44Z,25510719,4398497838,25510719,172,1513,NA,@dbgap@:reads/SRP188433/SRS4489255/SRX5522083/SRR8729032/SRR8729032.sra,SRX5522083,L17_S66,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489255,SAMN10760628,simple,9606,Homo sapiens,17_S66,NA,NA,NA,2798290,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,5D59324764EFC45E3FF609C0E37E5D96,C7B561328A11B2BB48E590A2C3E7852E,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729034,2020-06-19T10:28:42Z,2019-04-10T10:51:23Z,27391044,4723968738,27391044,172,1632,NA,@dbgap@:reads/SRP188433/SRS4489257/SRX5522085/SRR8729034/SRR8729034.sra,SRX5522085,L17_S68,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489257,SAMN10760544,simple,9606,Homo sapiens,17_S68,NA,NA,NA,2798290,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,0DF0DA2D91B2DEB9A1D82A2BAFA63D05,4554470DD614BDFF7CFAFFCB3F333C5B,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729035,2020-06-19T10:28:42Z,2019-04-10T11:46:37Z,31727210,5458033120,31727210,172,1956,NA,@dbgap@:reads/SRP188433/SRS4489258/SRX5522086/SRR8729035/SRR8729035.sra,SRX5522086,L18_S69,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489258,SAMN10760583,simple,9606,Homo sapiens,18_S69,NA,NA,NA,2798291,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,B30DE7E2B2BA5A9D2616A3AC377323D0,A535E22555A43835953AA8BE2D51433A,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729036,2020-06-19T10:28:42Z,2019-04-10T11:56:02Z,31638659,5454267868,31638659,172,1964,NA,@dbgap@:reads/SRP188433/SRS4489259/SRX5522087/SRR8729036/SRR8729036.sra,SRX5522087,L18_S70,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489259,SAMN10760530,simple,9606,Homo sapiens,18_S70,NA,NA,NA,2798291,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,FF4DE13AE0FFD943F7687DD653D1030E,581CF20FC9A900FD0BBD69357CAF8466,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729038,2020-06-19T10:28:42Z,2019-04-10T11:47:17Z,30675448,5277428996,30675448,172,1900,NA,@dbgap@:reads/SRP188433/SRS4489261/SRX5522089/SRR8729038/SRR8729038.sra,SRX5522089,L18_S72,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489261,SAMN10760571,simple,9606,Homo sapiens,18_S72,NA,NA,NA,2798291,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,0B1A959F2861CA1119F90C88A7264156,3965647DF56F8851E22229AA07BB7C63,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729026,2020-06-19T10:28:42Z,2019-04-10T10:43:54Z,26775836,6747510672,26775836,252,2191,NA,@dbgap@:reads/SRP188433/SRS4489249/SRX5522077/SRR8729026/SRR8729026.sra,SRX5522077,L15_S60,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489249,SAMN10760600,simple,9606,Homo sapiens,15_S60,NA,NA,NA,2798288,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,F4C7237F7FD7466403578E867F904F39,323D23E8F6A2E7BE8E32FDBDFB5E6126,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729027,2020-06-19T10:28:42Z,2019-04-10T10:43:57Z,27074483,6822769716,27074483,252,2212,NA,@dbgap@:reads/SRP188433/SRS4489250/SRX5522078/SRR8729027/SRR8729027.sra,SRX5522078,L16_S61,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489250,SAMN10760649,simple,9606,Homo sapiens,16_S61,NA,NA,NA,2798289,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,1451F200133A341828E4EE915680F3A2,1E9B95FC62B08589978C0EC2CCAE5B6F,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729028,2020-06-19T10:28:42Z,2019-04-10T10:46:20Z,31371010,5399189420,31371010,172,1853,NA,@dbgap@:reads/SRP188433/SRS4489251/SRX5522079/SRR8729028/SRR8729028.sra,SRX5522079,L16_S62,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489251,SAMN10760653,simple,9606,Homo sapiens,16_S62,NA,NA,NA,2798289,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,1EA72071099A8CD9948FF9DCBCF6AD67,196B454F06CD33C7E551AC64771E2AB4,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729030,2020-06-19T10:28:42Z,2019-04-10T10:47:28Z,33778356,8512145712,33778356,252,2769,NA,@dbgap@:reads/SRP188433/SRS4489253/SRX5522081/SRR8729030/SRR8729030.sra,SRX5522081,L16_S64,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489253,SAMN10760635,simple,9606,Homo sapiens,16_S64,NA,NA,NA,2798289,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,D40F7A14EE53478E34792CB1D56A60A6,73C9FD5A3A0D59AE07810095EDC9F0AB,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729031,2020-06-19T10:28:42Z,2019-04-10T10:42:26Z,28708476,4951376502,28708476,172,1715,NA,@dbgap@:reads/SRP188433/SRS4489254/SRX5522082/SRR8729031/SRR8729031.sra,SRX5522082,L17_S65,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489254,SAMN10760607,simple,9606,Homo sapiens,17_S65,NA,NA,NA,2798290,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,CFF08A69BC25786063A59FF328B754B9,76681474568AC53840F504683556BF06,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729018,2020-06-19T10:28:42Z,2019-04-09T19:28:22Z,22629512,5702637024,22629512,252,1891,NA,@dbgap@:reads/SRP188433/SRS4489242/SRX5522070/SRR8729018/SRR8729018.sra,SRX5522070,L14_S53,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489242,SAMN10760648,simple,9606,Homo sapiens,14_S53,NA,NA,NA,2798287,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,5AF7B903148D6AEC34FE424569C922C7,FAC267F09CA13C0FE6AB80908A964DFD,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729020,2020-06-19T10:28:42Z,2019-04-09T19:30:22Z,40199983,6922379816,40199983,172,2473,NA,@dbgap@:reads/SRP188433/SRS4489243/SRX5522071/SRR8729020/SRR8729020.sra,SRX5522071,L14_S54,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489243,SAMN10760642,simple,9606,Homo sapiens,14_S54,NA,NA,NA,2798287,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,BDE93A9281001E44FB0D2B273E48D621,CC5BD76AF5F797AD9B5AA92A7CFB32EC,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729022,2020-06-19T10:28:42Z,2019-04-10T10:40:55Z,25062593,6315773436,25062593,252,2102,NA,@dbgap@:reads/SRP188433/SRS4489245/SRX5522073/SRR8729022/SRR8729022.sra,SRX5522073,L14_S56,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489245,SAMN10760664,simple,9606,Homo sapiens,14_S56,NA,NA,NA,2798287,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,0CCF69D6FF38170E2152C8FDF7B33DE6,6EB4D58D1F5C663AE6A9A77115EEE74A,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729023,2020-06-19T10:28:42Z,2019-04-10T10:45:06Z,27561778,6945568056,27561778,252,2260,NA,@dbgap@:reads/SRP188433/SRS4489246/SRX5522074/SRR8729023/SRR8729023.sra,SRX5522074,L15_S57,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489246,SAMN10760656,simple,9606,Homo sapiens,15_S57,NA,NA,NA,2798288,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,F0E6A8E24D2A14039774CA4C0E05A245,F16339CD60B43D15D760BB59D4940EA0,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729024,2020-06-19T10:28:42Z,2019-04-10T10:53:37Z,34303943,5893238236,34303943,171,2095,NA,@dbgap@:reads/SRP188433/SRS4489247/SRX5522075/SRR8729024/SRR8729024.sra,SRX5522075,L15_S58,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489247,SAMN10760663,simple,9606,Homo sapiens,15_S58,NA,NA,NA,2798288,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,B7FB77FBD8E275074E897CD911524014,E036AF3D4B7F621A1620421C54ADF405,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729011,2020-06-19T10:28:41Z,2019-04-09T18:28:06Z,29255587,5073433574,29255587,173,1769,NA,@dbgap@:reads/SRP188433/SRS4489235/SRX5522063/SRR8729011/SRR8729011.sra,SRX5522063,L12_S46,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489235,SAMN10760572,simple,9606,Homo sapiens,12_S46,NA,NA,NA,2798285,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,0D922E8CBA7113E55C43A90A45E45139,0E5478CB4D8BD2E04F6FF62E3D1E8BE4,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729013,2020-06-19T10:28:41Z,2019-04-09T18:32:38Z,35247379,6074041358,35247379,172,2090,NA,@dbgap@:reads/SRP188433/SRS4489237/SRX5522065/SRR8729013/SRR8729013.sra,SRX5522065,L12_S48,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489237,SAMN10760614,simple,9606,Homo sapiens,12_S48,NA,NA,NA,2798285,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,BFA061FC20DFA3C7DF2F68B10587E2C2,7AD03D4CF7AA6870B4863B4565E263D2,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729014,2020-06-19T10:28:42Z,2019-04-09T18:29:46Z,28152832,7094513664,28152832,252,2352,NA,@dbgap@:reads/SRP188433/SRS4489238/SRX5522066/SRR8729014/SRR8729014.sra,SRX5522066,L13_S49,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489238,SAMN10760567,simple,9606,Homo sapiens,13_S49,NA,NA,NA,2798286,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,D4D5EC114D33B69FEC473F321D90EDFA,B8A724B0DC9B416E26413166799F22C7,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729015,2020-06-19T10:28:42Z,2019-04-09T18:37:11Z,30150097,5194028744,30150097,172,1800,NA,@dbgap@:reads/SRP188433/SRS4489239/SRX5522067/SRR8729015/SRR8729015.sra,SRX5522067,L13_S50,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489239,SAMN10760619,simple,9606,Homo sapiens,13_S50,NA,NA,NA,2798286,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,7EE5E0C8C2B7F338F71178843B48E4C3,8C7D4275491443B57961A88DD1874A4A,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729017,2020-06-19T10:28:42Z,2019-04-09T19:33:14Z,31334809,7896371868,31334809,252,2616,NA,@dbgap@:reads/SRP188433/SRS4489241/SRX5522069/SRR8729017/SRR8729017.sra,SRX5522069,L13_S52,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489241,SAMN10760577,simple,9606,Homo sapiens,13_S52,NA,NA,NA,2798286,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,3ED65D33761D905C350433B404744823,D566924DD7D7F99D41C3F34487586D8E,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729005,2020-06-19T10:28:41Z,2019-04-09T17:26:38Z,23754201,5986058652,23754201,252,1974,NA,@dbgap@:reads/SRP188433/SRS4489229/SRX5522057/SRR8729005/SRR8729005.sra,SRX5522057,L10_S40,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489229,SAMN10760603,simple,9606,Homo sapiens,10_S40,NA,NA,NA,2798283,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,B4D7852DF68AED642CF825FE87829C2F,CD9DDE8C3CD077A7E527A6B57A6C1795,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729006,2020-06-19T10:28:41Z,2019-04-12T11:21:14Z,26897919,6778275588,26897919,252,2237,NA,@dbgap@:reads/SRP188433/SRS4489230/SRX5522058/SRR8729006/SRR8729006.sra,SRX5522058,L11_S41,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489230,SAMN10760634,simple,9606,Homo sapiens,11_S41,NA,NA,NA,2798284,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,5713593F58270BCB04DE872D3DA22AAD,A670993D46B5D76AACD3B0579B03E205,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729007,2020-06-19T10:28:41Z,2019-04-12T12:34:37Z,28310516,4869042382,28310516,171,1729,NA,@dbgap@:reads/SRP188433/SRS4489231/SRX5522059/SRR8729007/SRR8729007.sra,SRX5522059,L11_S42,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489231,SAMN10760661,simple,9606,Homo sapiens,11_S42,NA,NA,NA,2798284,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,F45D47784EC32CDBC5F431700EB06B31,51C63164A249940173EE9AE3B1C33DBD,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729009,2020-06-19T10:28:41Z,2019-04-09T18:28:18Z,23239224,5856284448,23239224,252,1958,NA,@dbgap@:reads/SRP188433/SRS4489233/SRX5522061/SRR8729009/SRR8729009.sra,SRX5522061,L11_S44,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489233,SAMN10760645,simple,9606,Homo sapiens,11_S44,NA,NA,NA,2798284,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,D5C04774ECFAEF9FD2797967CF0D7824,99E99BE8A3C93096225FAB081C3BC693,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729010,2020-06-19T10:28:41Z,2019-04-09T18:33:17Z,26417005,4561600910,26417005,172,1565,NA,@dbgap@:reads/SRP188433/SRS4489234/SRX5522062/SRR8729010/SRR8729010.sra,SRX5522062,L12_S45,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489234,SAMN10760647,simple,9606,Homo sapiens,12_S45,NA,NA,NA,2798285,male,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,6E9D8AA0BA9D97E52529C17034C38950,BA8AA0039F86F03F7BA52729383EA083,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729002,2020-06-19T10:28:41Z,2019-04-09T16:22:34Z,23591553,5945071356,23591553,252,1966,NA,@dbgap@:reads/SRP188433/SRS4489226/SRX5522054/SRR8729002/SRR8729002.sra,SRX5522054,L10_S37,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489226,SAMN10760575,simple,9606,Homo sapiens,10_S37,NA,NA,NA,2798283,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,F0F832EA53AB70100CED00F37D694FE7,2974CD86AC023119C15F05DEF386D1BC,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729003,2020-06-19T10:28:41Z,2019-04-09T17:35:37Z,30380865,5221551780,30380865,171,1842,NA,@dbgap@:reads/SRP188433/SRS4489227/SRX5522055/SRR8729003/SRR8729003.sra,SRX5522055,L10_S38,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489227,SAMN10760604,simple,9606,Homo sapiens,10_S38,NA,NA,NA,2798283,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,FBAD21ABBB7A04A0C98959547F0E8873,F617A1DF3BF2888CF38C0453D2D4C3E0,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728998,2020-06-19T10:28:41Z,2019-04-09T16:34:01Z,29743430,5129590810,29743430,172,1777,NA,@dbgap@:reads/SRP188433/SRS4489222/SRX5522050/SRR8728998/SRR8728998.sra,SRX5522050,L9_S33,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489222,SAMN10760580,simple,9606,Homo sapiens,9_S33,NA,NA,NA,2798301,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,liver,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,8C527E87B5FECC2414D895907AE0C9C1,C6273E5FBBDBF0CD15E89E3BB78CE878,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728999,2020-06-19T10:28:41Z,2019-04-09T16:24:13Z,27249420,4692350040,27249420,172,1601,NA,@dbgap@:reads/SRP188433/SRS4489223/SRX5522051/SRR8728999/SRR8728999.sra,SRX5522051,L9_S34,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489223,SAMN10760589,simple,9606,Homo sapiens,9_S34,NA,NA,NA,2798301,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,6230016B20930FA8D0BF8CE9BD39CF39,015F7502CCE13895220BC8C5164E7347,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8729001,2020-06-19T10:28:41Z,2019-04-09T16:29:33Z,35256126,6054327852,35256126,171,2063,NA,@dbgap@:reads/SRP188433/SRS4489225/SRX5522053/SRR8729001/SRR8729001.sra,SRX5522053,L9_S36,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489225,SAMN10760542,simple,9606,Homo sapiens,9_S36,NA,NA,NA,2798301,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,2AAAD49C494466012B6F8281B4CA171C,88013892BA9F97FB7F3487EB4DC5B8DA,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728990,2020-06-19T10:28:41Z,2019-04-09T14:28:00Z,37274066,6402931732,37274066,171,2177,NA,@dbgap@:reads/SRP188433/SRS4489215/SRX5522043/SRR8728990/SRR8728990.sra,SRX5522043,L7_S26,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489215,SAMN10760592,simple,9606,Homo sapiens,7_S26,NA,NA,NA,2798299,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,lymph node,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,E9E2CFEC6156331C6846C1C8F36C9CE6,9A94D4BF9A1BCE3EFD087C235CBC31F9,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR8728992,2020-06-19T10:28:41Z,2019-04-09T14:24:02Z,26447889,6664868028,26447889,252,2199,NA,@dbgap@:reads/SRP188433/SRS4489217/SRX5522045/SRR8728992/SRR8728992.sra,SRX5522045,L7_S28,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP188433,PRJNA515772,NA,515772,SRS4489217,SAMN10760662,simple,9606,Homo sapiens,7_S28,NA,NA,NA,2798299,female,NA,yes,NA,RNA,well-differentiated small bowel neuroendocrine tumor,small bowel,UI-PHS001772,SRA860138,phs001772,HMB-PUB-COL,CA24E7D8E8D0BEDD3D484BDC1875AAD0,7B11B980D4D2B9F53D45ECFA00FAC2A4,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
